Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM,Low policy,Africa_Eastern,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,53.6520712,56.10099471,56.27666194,59.57106937,64.90058071,68.19593747,68.76913378,69.71186428,70.29952542,71.07311282,72.94012167
GCAM,Low policy,Africa_Northern,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,25.24413299,25.12063335,26.01183623,27.15005133,28.30208808,28.89613112,29.18641288,29.43754692,29.55871701,29.64721126,29.81292896
GCAM,Low policy,Africa_Southern,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,31.75648033,36.3443893,42.25122822,48.86347528,54.58560889,59.38840075,60.57961781,61.28916145,61.62111745,61.66640716,62.69113761
GCAM,Low policy,Africa_Western,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,109.2522601,120.6942056,124.7046653,130.6097724,135.1965865,139.5268581,139.8416507,139.4302357,137.5357252,135.4740145,135.0471945
GCAM,Low policy,Argentina,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,29.48556709,38.33987366,38.3616021,39.86740035,41.75852158,42.8778137,43.33374215,43.64430692,43.63602372,43.54840593,43.73395577
GCAM,Low policy,Australia/New Zealand,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,51.91655745,42.79836502,45.316036,48.17100461,50.81172578,52.84430928,53.8206848,54.81892994,55.48736376,55.83909716,56.6366111
GCAM,Low policy,Brazil,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,65.76542381,76.44992197,76.72531042,81.76605298,82.76399508,85.00553967,87.12774764,88.37421057,88.32406442,87.87031952,88.52923409
GCAM,Low policy,Canada,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,51.2993392,47.66214542,48.1599639,49.59480211,49.93169472,50.397535,50.25191334,50.20912417,50.22577952,50.08459689,50.08637149
GCAM,Low policy,Central America and Caribbean,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,13.87604486,13.97493795,13.78680262,13.68710431,14.2093159,14.59310577,14.54378847,14.4835094,14.38299545,14.32991541,14.4346341
GCAM,Low policy,Central Asia,"Agriculture, Land Use and Forestry|Land Cover|Cropland",million Ha/yr,38.52565119,37.53545907,37.72989468,38.7496137,42.29604359,44.93855972,46.46363828,47.80899736,48.38829358,48.66769259,49.58168562
